source,target
Tom wollte alles über Sie erfahren.,Tom wanted to know everything about you.
Mögen Sie Bowling?,Do you like bowling?
Um wie viel Uhr bringst du deinen Sohn zu Bett?,What time do you put your son to bed?
Er hatte einen hungrigen Blick.,He had a hungry look.
Tom wohnt schon seit drei Jahren hier.,Tom has been living here three years.
"Jeder hat erwartet, dass der Versuch mit einem Fehlschlag enden würde.",Everybody expected that the experiment would result in failure.
Kann ich mir die mal ausleihen?,Can I borrow those?
Das Kleid besteht aus einem dünnen Stoff.,The dress is made of a thin fabric.
Wie heißt die Station?,What's the name of that station?
Manche Tiere können sehr gut klettern.,Some animals are very good at climbing.
"Ich erinnere mich, dass ich die Tür geschlossen habe.",I remember that I closed the door.
In dem Haus wohnen zwei Familien.,Two families live in that house.
"Ich denke, Tom hat es nicht verstanden.",I think Tom didn't understand.
Ich will es richtig machen.,I want to do it right.
Wir kennen ihn.,We know him.
Ich habe schon eine halbe Stunde gewartet.,I've been waiting for half an hour.
"Tom bleiben noch drei Monate, bis er seinen Abschluss macht.",Tom has three months left until he graduates.
Tom musste alle drei Koffer tragen.,Tom had to carry all three suitcases.
Geht Tom mit dir?,Is Tom going with you?
Ich habe nicht mal ein Fahrrad.,I don't even have a bicycle.
Es gibt viele Vorteile.,There are many benefits.
Ich habe noch nie in Boston gewohnt.,I've never lived in Boston.
Komm nicht zu spät! Wir werden auf niemanden warten.,Don't be late. We're not waiting for anyone.
"Ich finde, dass das gut geholfen hat.",I think that that helped a lot.
"Darf ich fragen, warum dir das so wichtig ist?",Can I ask why this is so important to you?
Er ist gerade zu Hause.,He's at home right now.
Wir verstehen uns nicht.,We don't understand each other.
Es gibt viele Flüsse auf dieser Insel.,There are many rivers on that island.
Ich konnte Tom einfach nicht verstehen.,I just couldn't figure Tom out.
Es ist der trockenste Juni seit dreißig Jahren gewesen.,It has been the driest June for thirty years.
Tom kann es besser als ich.,Tom can do it better than I can.
Auf Seite 3 ist eine Karte.,There's a map on page three.
Sprecht bitte Französisch!,"Speak French, please."
Wir brauchen eigentlich keine Freiwilligen mehr.,We don't really need any more volunteers.
Wir sind schwer enttäuscht.,We're really disappointed.
"Sie zwangen ihn, den Brief zu unterschreiben.",They forced him to sign the letter.
"Wir wissen, dass das nicht stimmt.",We know that that's not true.
"Wissen Sie, ob Tom Französisch kann?",Do you know if Tom knows French?
Der Bericht muss noch bestätigt werden.,The report has yet to be confirmed.
Tom kam eine Stunde zu früh an.,Tom arrived half an hour early.
Ich kann mir keinen Grabstein leisten.,I can't afford a tombstone.
Das ist so dumm.,This is so stupid.
Hat Tom Fieber?,Does Tom have a fever?
Tom spricht kaum über seine Arbeit.,Tom hardly ever talks about his work.
"Ich kann mich nicht erinnern, wer zuerst ankam.",I can't remember who arrived first.
"Man darf nicht alles glauben, was man im Internet liest.",You shouldn't believe everything you read online.
Eure Ausbildung ist wichtig.,Your education is important.
Halt einfach den Mund und hör zu!,Just shut up and listen.
Mein Sohn spielt gerne mit Autos.,My son likes to play with cars.
"Tom sagte, er habe heute in der Schule nichts gelernt.",Tom said he didn't learn anything at school today.
"Deswegen muss es klar sein, dass wir auf der Seite der Flüchtlinge stehen, die in ihre Heimat zurück wollen und dass die Snipers wegmüssen.",It must therefore be made clear that we are on the side of the refugees who want to return home and that the snipers have to go.
Tom ist sehr interessant.,Tom is very interesting.
Maria ist bezaubernd schön.,Mary is enchantingly beautiful.
Er unterrichtet sowohl Mathematik als auch Englisch.,He teaches mathematics as well as English.
Sie ist nicht so hübsch wie ihre Schwester.,She is not as pretty as her sister.
Du spielst sehr gut Gitarre.,You play the guitar very well.
"Ich nehme an, ihr werdet dafür bezahlt.",I assume you're getting paid for this.
Ich kann mir kein Studium leisten.,I can't afford to go to college.
Wie lange stehen Sie hier schon?,How long have you been standing here?
Wir haben einen riesigen Vorteil.,We have a huge advantage.
"Warum sind Tom und ich diejenigen, die das tun müssen?",Why are Tom and I the ones who have to do that?
Ich habe um 14.30 Uhr einen Arzttermin.,I have a doctor's appointment at 2:30 this afternoon.
Tom warf sich die Tasche über die Schulter.,Tom slung his bag over his shoulder.
Tom wich nicht zurück.,Tom didn't flinch.
Warst du schon einmal im Frühling in Australien?,Have you ever been to Australia in the spring?
"Denkst du, du kannst das reparieren?",Do you think you can fix this?
Habt ihr einen Freund namens Tom?,Do you have a friend named Tom?
Ohne Preissenkung werdet ihr das nicht verkaufen können.,You won't be able to sell that without lowering the price.
Stellen Sie keine blöden Fragen!,Don't ask stupid questions.
Tom ist vielleicht ausgegangen.,Tom may be out.
"Es sieht so aus, als ob auch Tom nicht viel geschlafen hätte.",It looks like Tom hasn't slept much either.
Es gab keinen Ausweg.,There was no way out.
Die Polizisten verlangten höhere Löhne.,The policemen demanded higher wages.
Habt ihr euer Versprechen gehalten?,Have you kept your promise?
Tom musste mehrmals verwarnt werden.,Tom needed to be warned several times.
Dieser Kuss war wunderbar.,That kiss was amazing.
"Gelegentlich muss man in der Politik nicht nur reden, sondern spazieren gehen.","Occasionally in politics you have to not just talk the talk, but walk the walk."
Der Schlüssel war nirgends zu finden.,The key was nowhere to be found.
"Ich riete Ihnen, einen Anzug zu tragen.",I'd advise you to wear a suit.
"Tom wachte auf, als das Telefon klingelte.",Tom woke up when the telephone rang.
"Ich denke, Tom ist unglücklich.",I think Tom is miserable.
Seid ihr gestern mit eurem Fahrrad gefahren?,Did you ride your bike yesterday?
"Tom sagte mir, dass Maria am Montag gestorben sei.",Tom told me that Mary died on Monday.
Könnte ich bitte mit Tom sprechen?,"May I speak to Tom, please?"
Kauf eine Packung Milch.,Buy a carton of milk.
Tom spricht viel über Boston.,Tom talks about Boston a lot.
Wer will heiße Schokolade?,Who wants hot chocolate?
"Wie gefällt es dir, allein zu leben?",How do you like living on your own?
War das ein Ja oder ein Nein?,Was that a yes or a no?
"Der im Vertrag von Lissabon eingeführte Frühwarnmechanismus, den viele Menschen als Papiertiger bezeichnet haben, hat gestern zum ersten Mal seine potenzielle Macht unter Beweis gestellt.","The early warning mechanism established in the Treaty of Lisbon, which many people have labelled a paper tiger, showed its potential power for the first time yesterday."
"Wenn Sie es nicht versuchen, werden Sie nicht wissen, ob Sie es können oder nicht.","If you don't try, you won't know whether you can do it or not."
Ich habe Ihren Bericht gelesen.,I read your report.
Ich wollte Sie nicht erschrecken.,I didn't mean to scare you.
Hören Sie auf! Das kitzelt.,Stop. That tickles.
"Ich weiß vielleicht nicht viel, aber ich weiß, dass Tom nicht weiß, worüber er gerade spricht.","I may not know a lot, but I do know that Tom doesn't know what he's talking about."
Habt ihr die Hunde gefüttert?,Did you feed the dogs?
Du kannst es gerne ausprobieren.,You're welcome to give it a try.
Der Lehrer saß auf dem Stuhl.,The teacher sat on the chair.
Die Bank lieh ihr 500 Dollar.,The bank lent her 500 dollars.
Tom ließ Maria ein Geschenk da.,Tom left a gift for Mary.
Ich kann es nicht länger erdulden.,I can't take it any more.
Tom hat nach dem Schlüssel gesucht.,Tom looked for the key.
Wirst du nicht gehen?,Aren't you going to go?
"Tom ist fotogen, nicht wahr?","Tom is photogenic, isn't he?"
Die Frage ist: Gibt es noch eine Chance für eine Sicherheitsratsresolution oder nicht?,The question is: is there still a chance for a Security Council resolution or not?
Ich kann dieses Lied nicht singen.,I can't sing that song.
Ich möchte das lieber später machen.,I'd rather do this later.
Das Essen ist sehr gut.,The food is very good.
Er ist höchstens zwei bis drei Jahre jünger als ich.,He is not more than two or three years younger than I am.
"Toms Gesicht fühlt sich rau an, weil er sich rasieren muss.",Tom's face feels rough because he needs to shave.
Wir trauen Tom nicht besonders.,We don't trust Tom very much.
"Tom ist Marys Bruder, nicht ihr Vater.","Tom is Mary's brother, not her father."
Ich muss ihm etwas Wichtiges sagen.,There's something important I need to tell him.
Ich habe nicht so viel Geld wie ihr denkt.,I don't have as much money as you think.
"Hoffen wir, daß Sie sich irren!",Let's hope you're wrong.
Tom ist hier nicht sicher.,Tom isn't safe here.
Tom hatte Lust auf einen Spaziergang.,Tom felt like going out for a walk.
Tom hat eine Schauspielerin geheiratet.,Tom married an actress.
Der Junge suchte nach dem verlegten Schlüssel.,The boy was searching for the lost key.
"Du weißt, wie schwer mir das fällt.",You know how hard this is for me.
Die Bewohner dieses Dorfes leben im Einklang mit der Natur.,The people of this village live in harmony with nature.
Wann warst du das letztemal in Boston?,When was the last time you visited Boston?
Ich werde euch jetzt allein lassen.,I'll leave you alone now.
Ich habe einen Tisch.,I have a table.
"Es ist sehr mutig von dir, gegen den Plan zu stimmen.",It is very brave of you to vote against the plan.
Ich hatte nicht mehr als 1.000 Yen.,"I had no more than 1,000 yen."
Es hingen schöne Bilder an der Wand.,There were nice pictures on that wall.
Wie willst du mich aufhalten?,How will you stop me?
"Sie behielten es für sich, dass der König tot war.",They kept it to themselves that the king was dead.
Trink ein Bier.,Have a beer.
Mach bitte die Augen auf!,"Open your eyes, please."
Die Schönheit der Szenerie war unbeschreiblich.,The beauty of the scenery was beyond description.
Wen halten Sie für die Stelle am geeignetsten?,Who do you think would be the best person for the job?
Wir haben ein Rudel Löwen gesehen.,We saw a pride of lions.
Ich werde in Zukunft viel vorsichtiger sein.,I'm going to be much more careful in the future.
Ich wäre fast von einem LKW überfahren worden.,I was nearly run over by a truck.
"Mit dem Geld, das wir euch geben, solltet ihr eine Zeitlang auskommen.",The money we're giving you ought to last you a while.
Der Benzintank befand sich unterhalb.,The gasoline tank was underneath.
Hast du einen Tisch reserviert?,Did you reserve a table?
In dem Laden sind Mäuse.,There are mice in that shop.
"Mehrere Personen versuchten, den Sperrkreis zu durchbrechen.",Several people tried to break through the perimeter.
Möchten Sie sich lieber von einem Pfleger untersuchen lassen?,Would you prefer to be examined by a male nurse?
Wir müssen uns dieses Problems sofort annehmen.,We must deal with that problem immediately.
Tom gab sich als Polizist aus.,Tom was impersonating a police officer.
Ohne Hilfe geht es nicht.,It's not possible without help.
Bei dem Lärm war ihre Stimme kaum zu hören.,Her voice could hardly be heard above the noise.
"Ich glaube, es gefällt ihm hier nicht.",I think he doesn't like it here.
Warum hat die Kriminalitätsrate abgenommen?,Why has the crime rate gone down?
Du hast schöne Haare.,Your hair's beautiful.
"Jetzt ist ein guter Zeitpunkt, den zu kaufen.",Now is a good time to buy that.
"Du bist einer der wenigen, die wissen, wo Tom ist.",You're one of the few people who know where Tom is.
Kann ich deine Telefonnummer haben?,Can I have your phone number?
Ich sah nur Nebel.,All I could see was fog.
Meine Familie lebt hier.,My family lives here.
Möchtest du fernsehen?,Would you like to watch TV?
"Ich hoffe sehr, daß du zu meiner Party kommen kannst.",I really do hope you can come to my party.
"Wären Sie bereit, nach Australien zu ziehen, wenn wir Sie darum bäten?",Would you be willing to move to Australia if we asked you to?
Sie kämpften bis zum letzten Mann.,They fought to the last man.
Ich mag keine Spinnen.,I don't like spiders.
Ich schlief neun Stunden.,I slept nine hours.
Wie lange muss man warten?,How long is the wait?
Trägst du manchmal einen Hut?,Do you sometimes wear a hat?
"Es geht nicht darum, was du sagst, sondern wie du es sagst.","It's not what you say that matters, but how you say it."
Sie ist eine gute Freundin von mir.,She is a good friend of mine.
Es gab einen großen Schneesturm.,There was a big snowstorm.
Ich arbeite Sonntag nicht.,I don't work on Sunday.
Wer kann das verhindern?,Who can prevent it?
Schalte den Blinker ein!,Put on your blinker.
"Akademischer Betrug ist weiter verbreitet, als du denkst.",Academic fraud is more common than you might think.
