source,target
I can't sleep because of the noise.,No puedo dormir por el ruido.
His salary enables him to live in comfort.,Su salario le permite llevar una vida confortable.
He will come back at four.,Él va a regresar a las cuatro.
Is Tom big?,¿Es grande Tom?
The teachers are trying to motivate their students.,El profesor está intentando incentivar a sus alumnos.
Do you want us to take you back to your house?,¿Quieres que te llevemos de vuelta a tu casa?
Would you mind calling him to the phone?,¿Te importaría llamarle por teléfono?
We guarantee our full support.,Garantizamos nuestro pleno apoyo.
Don't despise others because they are poor.,No desprecies a los otros por ser pobres.
Why don't you meet me at 2:30?,¿Por qué no te encuentras conmigo a las dos y media?
Our boss approved our plan.,Nuestro jefe aprobó nuestro plan.
We had an unpleasant experience there.,Tuvimos una experiencia desagradable allí.
That's really not the same thing.,Eso no es lo mismo en realidad.
The policeman said that it looked like a self-inflicted gunshot wound to the head.,El policía dijo que parecía tratarse de una herida auto-infligida a la cabeza.
We've got a very busy day ahead of us.,Hoy vamos a tener un día bastante ajetreado.
Draw a line here.,Trace usted una línea aquí.
I went to see the baseball game yesterday.,Ayer fui a ver el partido de béisbol.
Girls aren't welcome.,Las niñas no son bienvenidas.
There is a strong bond of affection between them.,Hay un fuerte vínculo de afecto entre ellos.
Why don't we have lunch together?,¿Por qué no almorzamos juntos?
School starts at 8:40.,El colegio empieza a las 8:40.
I thought it'd get easier.,Pensé que haría más fácil.
You should exercise.,Deberías hacer ejercicio.
"When I got out of jail, the first thing I wanted to do was to eat at my favorite restaurant.","Cuando salí de la cárcel, lo primero que quise hacer fue comer en mi restaurante favorito."
I feel like going to bed early tonight.,Esta noche tengo ganas de acostarme temprano.
I didn't think you'd believe me.,Yo no pensé que usted me creería.
The town elected a new leader.,El pueblo eligió a un nuevo líder.
I will do whatever you wish.,Voy a hacer lo que quieras.
And now who's going to clean everything?,¿Y ahora quién limpia todo?
We sat in the front.,Nos sentamos al frente.
Why aren't you already on board the ship?,¿Por qué no estáis todavía a bordo del barco?
I don't recognize any of the people in the picture.,No reconozco a ninguno de los que aparecen en la foto.
He crossed the river in a small boat.,Atravesó el río en un pequeño bote.
Get off at the next stop and take a bus headed to the airport.,Bájate en la siguiente parada y toma un bus hacia el aeropuerto.
It could happen to you.,Podría ocurrirle a usted.
Tom is lying again.,Tom está mintiendo otra vez.
What shall we do today?,¿Qué hacemos hoy?
Will you make coffee for me?,¿Me haces café?
"Unfortunately, I can't do that for you.","Desafortunadamente, no puedo hacer eso por ti."
You're the same age as my girlfriend.,Tienes la misma edad que mi novia.
He has a good command of French.,Él tiene un buen dominio del francés.
He told us an interesting story.,Él nos contó una historia interesante.
I should've come earlier.,Debería haber llegado antes.
You're very lucky.,Tienes mucha suerte.
Buildings are much stronger now than they used to be.,Las construcciones son mucho más sólidas ahora de como solían serlo.
I want Tom to clean the kitchen.,Quiero que Tom limpie la cocina.
Napoleon was finally defeated.,Napoleón fue finalmente derrotado.
"After an absence of seven years, I went home.","Después de una ausencia de siete años, fui a casa."
I want to know how much money I should bring with me.,Quiero saber cuanto dinero debería traer conmigo.
Tom had a feeling that Mary would be late.,Tom tuvo el presentimiento de que Mary iba a llegar tarde.
I got up earlier than usual to catch the first train.,Me levanté más pronto de lo normal para coger el primer tren.
I persuaded him into accepting the offer.,Le convencí de aceptar la oferta.
I've only been here for a day and I already want to leave.,No llevo aquí más que un día y ya quiero irme.
"""Do you hate Tom?"" ""I don't hate him, but I do think he's a bit strange.""","«¿Odias a Tom?» «No lo odio, pero sí creo que es un poco raro.»"
I'm swamped with work.,Estoy agobiado con el trabajo.
Is the store still open?,¿El mercado todavía está abierto?
See you tomorrow.,Los veo mañana.
An immense monument was erected in honor of the eminent philosopher.,Se erigió un inmenso monumento en honor al eminente filósofo.
"What's the problem, Tom?","¿Cuál es el problema, Tom?"
I'm starting to feel much better.,Empiezo a sentirme mucho mejor.
You can't fight a good fight with such a defeatist attitude.,No puedes dar una buena pelea con una actitud tan pesimista.
That man has a foul mouth.,Ese hombre tiene una boca sucia.
"I got over it. You should, too.",Yo lo superé. Tu deberías hacer lo mismo.
It wasn't an easy decision.,No ha sido una decisión fácil.
You're a beautiful woman.,Sos una linda mujer.
He attained his goal.,Logró su cometido.
I should've taken the doctor's advice.,Debería haber hecho lo que me dijo la médica.
I am a very sad person.,Soy una persona muy melancólica.
He built his son a new house.,Construyó a su hijo una nueva casa.
I'm sorry to disturb you while you're talking.,Lamento molestarte mientras estás conversando.
Tom is OK.,Tom está bien.
This fruit has an unpleasant smell.,Esta fruta tiene un olor desagradable.
We kissed without saying a word.,Nos besamos sin decir una palabra.
For some reason the microphone didn't work earlier.,Por alguna razón el micrófono no funcionó hace un rato.
Why are you so good at cooking?,¿Cómo es que se te da tan bien la cocina?
I would appreciate any information you can send to us.,Agradecería cualquier información que puedas enviarnos.
Come this way.,Ven por aquí.
Don't touch the flowers.,No toque las flores.
I spent a great deal of time dealing with that problem last week.,Pasé mucho tiempo ocupándome de ese problema la semana pasada.
I wish I could do something.,Desearía poder hacer algo.
I love astronomy.,Me encanta la astronomía.
That bridge is made of stone.,Aquel puente está hecho de piedra.
How long has he lived in London?,¿Durante cuánto tiempo ha vivido en Londres?
I'm glad to hear you're better.,Me alegra saber que está usted mejor.
The prosperity of a country depends upon its citizens.,La prosperidad de un país depende de sus ciudadanos.
This is how it happened.,Así es como sucedió.
Tom looks sad.,Tom parece triste.
Tom bought a couple of books and gave them to Mary.,Tom compró unos cuantos libros y se los dio a Mary.
Fresh air is necessary to good health.,El aire fresco es bueno para la salud.
Tom dyed his hair blue.,Tomás se tiñó el pelo de azul.
We gave him up for dead.,Le dimos por muerto.
"The instant he opened the door, he smelt something burning.","En el instante en que él abrió la puerta, él olió algo quemándose."
I don't feel well today.,Hoy no me siento bien.
Tom is a native speaker of French.,Tom es un hablante nativo de francés.
Tom doesn't know much about his neighbors.,Tom no sabe mucho acerca de sus vecinos.
"The instant he saw me, he ran away.",Se fue corriendo apenas me vio.
"Are you guys from Austria, or is it Australia?","¿Son ustedes de Austria, o es Australia?"
I hope that you make the right decision.,Espero que tomes la decisión adecuada.
Who wants hot chocolate?,¿Quién quiere chocolate caliente?
Go play with Tom.,Vete a jugar con Tom.
What do you want me to call you?,¿Cómo quieres que te llame?
He failed to catch the 8:30 train.,Ha perdido el tren de las ocho y media.
She agreed with him that I should go to the meeting.,Ella estuvo de acuerdo con él en que yo tenía que ir a la reunión.
I thought you didn't know that.,Pensé que no sabías eso.
The tall man wore a pink carnation in his lapel.,El hombre alto lucía un clavel rosa en la solapa.
That was really interesting.,Era realmente interesante.
Let's get together again!,¡Juntémonos de nuevo!
Can you still walk?,¿Puedes seguir caminando?
The captain gave the order to abandon the ship.,El capitán dio la orden de abandonar el barco.
I stayed indoors because it rained.,Me quedé en casa porque estaba lloviendo.
I'll do what I can to help you.,Haré lo que pueda para ayudarte.
I just want to thank you for all of your help.,Solo quiero daros las gracias por vuestra ayuda.
I asked Tom to hurry.,Le pedía a Tom que se diese prisa.
Could you tell me how to get to your office?,¿Podría usted decirme cómo llegar a su oficina?
The problem is hers.,El problema es suyo.
That sounds right.,Eso suena bien.
Where should we meet?,¿Dónde nos vemos?
Could you please not smoke in this room?,"¿Podrías no fumar en esta sala, por favor?"
I can't even think about it.,Ni siquiera puedo pensar en eso.
The doctor told Tom that he should eat a lot of vegetables.,El médico le dijo a Tom que debería comer muchas verduras.
Have you ever taken a bath with your clothes on?,¿Alguna vez te has bañado con la ropa puesta?
I didn't know you smoked.,Yo no sabía que fumárais.
I was busy during the week.,Estuve ocupado durante la semana.
Smart people can pretend to be dumb. The opposite is more difficult.,La gente inteligente puede fingir ser tonta. Lo contrario es más difícil.
I will teach you how to fish next Sunday.,Te enseñaré a pescar el próximo domingo.
"I want to buy a drone, but my parents won't let me.",Quiero comprarme un dron pero mis padres no me lo permitirán.
Let's get out of here.,Vayámonos de aquí.
His career as a journalist was full of distinguished achievements.,Su carrera como periodista estaba lleno de logros distinguidos.
You're a kind man.,Eres un hombre amable.
It'll be my birthday soon.,Dentro de poco será mi cumpleaños .
"""Are these your books?"" ""No, they're not my books.""","""¿Estos son sus libros?"" ""No, no son mis libros""."
His attempt to escape was successful.,Su intento de escape fue exitoso.
She has broken the toaster again.,Ella averió el tostador de nuevo.
"I'm not angry at you, just very disappointed.","No estoy enojada contigo, tan solo estoy muy decepcionada."
Beware of dog.,Cuidado con el perro.
Let's go to the zoo.,Vámonos al zoológico.
Tom and Mary have been friends for three years.,Tom y Mary fueron amigos por tres años.
This was his first job.,Era su primer trabajo.
He will not stay for more than four days.,No se quedará más de cuatro días.
"I tried to call him up, but the line was busy.","Traté de llamarlo, pero la línea estaba ocupada."
My house is on the west side of the street.,Mi casa queda del lado oeste de la calle.
I don't like the way Tom looks at you.,No me gusta la forma en que Tom te mira.
It's no wonder that truth is stranger than fiction. Fiction has to make sense.,No cabe duda de que la verdad es más extraña que la ficción. La ficción tiene que tener sentido.
