source,target
¿Podrías volverme a llamar un poco más tarde?,Could you call me back a bit later?
Tienes que ocuparte tú mismo de tu perro.,You must take care of your dog yourself.
¿Crees que pueda ocupar mi celular en la ducha?,Do you think I can use my cellphone in the shower?
Debería habértelo dicho antes.,I should've told you sooner.
"No me distraigas de mi trabajo, por favor.",Please don't distract me from my work.
"Si no hubiera estado comiendo mientras conducía, no habría tenido un accidente.","If he hadn't been eating while driving, he wouldn't have had an accident."
Tom se aburrió y se fue.,Tom got bored and left.
En Cuba se cultiva mucha caña de azúcar.,A lot of sugar cane is grown in Cuba.
"Él estaba enfermo, así que no pudo venir.","He was sick, so he couldn't come."
No me puedo creer que se me olvidara.,I can't believe I forgot.
Eso es lo que estoy buscando.,That's what I'm looking for.
"Tom ignoró casi todo el día a Mary, pero al final habló con ella justo después de cenar.","Tom ignored Mary almost all day, but finally talked to her just after dinner."
Tenemos que dormir.,We have to sleep.
"Ellos no sabían que era imposible, así que lo hicieron.","They did not know it was impossible, so they did it."
Estoy seguro de que hay una mejor manera de hacer eso.,I'm sure there's a better way to do that.
Tom se fue a Boston en ómnibus.,Tom went to Boston by bus.
Discutí con Tom sobre el uso de la marihuana.,I had an argument with Tom about the use of marijuana.
Ellos viven puerta con puerta.,They live next door.
Él se puso la mano en la boca y tosió.,He put his hand to his mouth and coughed.
Mi cabello es rubio.,My hair is blond.
Ni siquiera el hombre más rico lo puede comprar todo.,Even the richest man cannot buy everything.
El tiempo se estaba agotando.,Time was running out.
Lo metieron en prisión.,He was put in prison.
No quiero estudiar francés.,I don't want to study French.
¿Aún amas a Tom?,Do you still love Tom?
El sol es aproximadamente un millón de veces más grande que la tierra.,"The sun is about 1,000,000 times as large as the earth."
Llegué a las dos y media.,I arrived at 2:30.
Nos hemos quedado sin gasolina.,We have run out of gas.
Pensaba que ella tenía 30 años como mucho.,I thought she was 30 at most.
¿Puedo preguntarte por qué no quieres hablar de ello?,May I ask why it is that you don't want to talk about it?
Ella advirtió a los niños de que no jugasen en la calle.,She warned the children against playing in the street.
Vietnam solía ser una colonia de Francia.,Vietnam was once a French colony.
"El que lucha puede perder, el que no lucha ya perdió.","He who fights may lose, but he who doesn't has already lost."
Sólo Dios sabe.,Only God knows.
Yo lloré cuando leía este libro.,I cried while reading this book.
Tom parecía un poco enfermo.,Tom looked a bit sick.
¿La puerta está abierta?,Is the door open?
La influencia de la ciencia en la sociedad es grande.,The impact of science on society is great.
Pienso que es peligroso nadar en ese río.,I think it's dangerous to swim in that river.
Salí volando de mi casa.,I rushed out of my house.
"Hey, espera por mí.","Hey, wait for me."
He visto muchas veces a Tom en la televisión.,I've seen Tom on TV many times.
"Por favor, abróchese el cinturón.","Fasten your seat belt, please."
Él debe tener unos 40.,He must be around 40.
¡Cómo me pica la nariz!,My nose is so itchy.
Tom tiene canas.,Tom has white hair.
Me disculpé con ella por pisarle en su pie.,I apologized to her for stepping on her foot.
Está sonando el teléfono.,The phone is ringing.
No puedo abrir esta botella.,I can't open this bottle.
Dilo en francés.,Say it in French.
Este libro me pareció interesante de principio a fin.,I found this book interesting from start to finish.
"Debemos tener una charla, Tom.","We need to have a talk, Tom."
Desapareció sin dejar rastro.,He disappeared without a trace.
Disculpe por haber demorado en contestar.,I'm sorry for the late response.
¿No le molesta si enciendo la radio?,Will it bother you if I turn on the radio?
"Si ella estuviera aquí ahora, le diría la verdad.","If she were here now, I would tell her the truth."
Dejó de viajar al extranjero por causa de una enfermedad repentina.,He gave up traveling abroad because of his sudden illness.
Al fin nos deshicimos de nuestro auto viejo.,We finally got rid of our old car.
Tom llevaba una camisa azul y jeans azules.,Tom was wearing a blue shirt and blue jeans.
Eso me desconcierta.,That just baffles me.
Sí que tocas bien el piano.,You certainly play the piano well.
Quiero comprar esta camisa.,I want to buy this shirt.
Sabemos que estás ocupado.,We know you're busy.
Me gustaría pedir prestados unos trescientos dólares.,I'd like to borrow about three hundred dollars.
Tom y Mary estaban en medio de una acalorada discusión cuando John entró a la habitación.,Tom and Mary were in the middle of a heated argument when John walked into the room.
No quiero hablar de ello.,I don't want to talk about it.
"Caliente el agua, por favor.",Please heat the water.
"En realidad, nunca estudié francés.",I've actually never studied French.
"Si me trajeras la escalera, yo podría cambiar la lámpara.","If you bring me the ladder, I'd be able to change the light bulb."
No hice caso a nadie.,I didn't listen to anyone.
Hay suficiente espacio en el ático.,There's ample room in the attic.
¿Dónde están las duchas?,Where are the showers?
El lugar tan sólo no se ve tan bien como solía.,The place just doesn't look as good as it used to.
Pienso que usted es una persona muy agradable.,I think you are a really nice person.
¿Durante cuánto tiempo puedes aguantar la respiración?,How long can you hold your breath?
Tom dejó el bolso de Mary en el coche.,Tom left Mary's bag in the car.
Ojalá Tom hubiera traído una linterna.,I just wish Tom had brought a flashlight.
Yo te puedo enseñar a pelear.,I can teach you how to fight.
"Cuando lo dices, suenas como papá.","When you say this, you sound just like father."
¿Crees que eres capaz de pasar un par de minutos sola con Tom?,Do you think you can handle a few minutes alone with Tom?
Llevaré dos hot dogs con mostaza y ketchup.,I'll have two hot dogs with mustard and ketchup.
Él siempre estaba listo para ayudar a las personas en problemas.,He was always ready to help people in trouble.
Creí que tendría otra oportunidad de hablar con Tom.,I thought I'd have another chance to talk to Tom.
Sólo tú puedes hacer esto.,You're the only one who can do this.
Tom no sabe con seguridad cuándo llegará María.,Tom doesn't know for certain when Mary will arrive.
Solo quiero esperar unos pocos minutos más.,I just want to wait for a few more minutes.
El verdadero problema es Tom.,Tom is the real problem.
No soy tan estúpido como piensas.,I'm not as stupid as you think I am.
Debiste haber comenzado hace media hora.,You ought to have started half an hour ago.
He tenido una semana muy ocupada.,I've had a busy week.
Este verano en Tokio nuevamente habrá sequía.,Tokyo will run short of water again this summer.
Hoy Tomás tiene mal humor.,Tom is in a bad mood today.
La situación de Tom es desesperada.,Tom's situation is desperate.
Mary odia a los niños.,Mary hates boys.
A Tom le fue muy bien en la entrevista.,Tom aced the interview.
Este alimento es muy nutritivo.,This food is very nutritious.
Ellas son lindas.,They are pretty.
Su clase tuvo una gran audiencia.,His lecture had a large audience.
Él trabaja en el banco.,He works for a bank.
Tom bajó por la calle.,Tom walked down the street.
¿Acaso Tom dejó a Mary conducir su auto?,Did Tom let Mary drive his car?
Tom puede comer casi cualquier cosa menos maní.,Tom can eat just about anything but peanuts.
Toco la guitarra cada día.,I play the guitar every day.
"La cuenta está exacta, gracias.","The bill's correct, thank you."
Tom estuvo ocupado todo el día.,Tom was busy all day.
"A menudo, Tom habla con su perro.",Tom often talks to his dog.
Él colgó una lámpara del techo.,He hung a lamp from the ceiling.
Ella está ahorrando para irse al extranjero.,She is saving money to go abroad.
Un amigo de verdad me habría ayudado.,A true friend would've helped me.
No hay sobrevivientes.,There are no survivors.
¿Dónde podré cambiar moneda extranjera?,Where can I exchange foreign currency?
Tom parece estar aburrido.,Tom looks bored.
¿Has visto alguna vez esta bandera?,Have you ever seen this flag?
¿Qué le regalaste a Tom en su cumpleaños?,What did you give Tom on his birthday?
Fui a nadar al río.,I went swimming in the river.
Muchos padres opinan que hay demasiada violencia en la televisión.,Many parents believe that there is too much violence on TV.
Ellos anunciaron que iban a dar una fiesta.,They announced that they were going to have a party.
Quiero que me cantes una canción.,I want you to sing me a song.
Yo dije que iba a ayudarte.,I said I would help you.
Tom ha estado en Boston un montón de veces.,Tom has been to Boston a number of times.
Reinician las clases.,School is starting up again.
Tom apuntó su pistola al blanco.,Tom aimed his pistol at the target.
Me gustaría volver a Boston algún día.,I'd like to go to Boston again someday.
Tom puede nadar más rápido que cualquier otro de su clase de natación.,Tom can swim faster than anyone else in his swimming class.
Tuve guiso de ternera para la comida.,I had beef stew for lunch.
¿Es aquí donde creciste?,Is this where you grew up?
No se puede fumar en horas de trabajo.,You can't smoke during work hours.
El camino va paralelo al río.,The road runs parallel to the river.
No hay nada como el hogar.,There is no place like home.
Los dos sabemos lo que pasará si lo haces.,We both know what'll happen if you do that.
"Puede que parezca una locura, pero creo que todavía estoy enamorado de Mary.","It might sound crazy, but I think I'm still in love with Mary."
Tom está en el pabellón de la muerte.,Tom is on death row.
Al fin puedo contarte lo que hice durante la guerra.,I can finally tell you about what I did during the war.
Compare su respuesta con la de Tom.,Compare your answer with Tom's.
Las revistas están apiladas junto a la mesa.,The magazines are piled up next to the table.
Me era difícil llevarme bien con mi vecino.,I found it difficult to get along with my neighbor.
Creo que deberíamos hablar.,I think we should talk.
Usted debe ser el nuevo profesor.,You must be the new teacher.
Conducir solo o sin un adulto con permiso de conducir es motivo para revocar su permiso de aprendizaje.,Driving alone or without a licensed adult is grounds for having your learner's permit revoked.
Ese lago se ve como un océano.,That lake looks like an ocean.
¿Quién es tu jugador de hockey favorito?,Who's your favorite hockey player?
"Por favor, tráeme una taza de té.",Please bring me a cup of tea.
